lead_id,name,email,phone_number,age,age_group,city,city_tier,family_background,occupation,income,credit_score,education_level,num_site_visits,avg_time_on_page,form_filled,whatsapp_reply_count,clicked_ad,bounced,referral_source,ip_geolocation_verified,device_type,campaign_id,crm_segment_tag,linkedin_profile_exists,news_sentiment_about_company,company_size,industry_type,lead_created_at,intent_score
e6b3c944-cb32-4e35-b922-bac282dc4c8e,Nancy Hopkins,zachary95@example.org,001-534-833-2003x79176,46,36-50,Ahmedabad,2,Married with Kids,Self-Employed,636004,300,PhD,13,49.06,1,1,1,1,Email,0,Tablet,CAMP001,B,1,0.03,200-1000,Tech,2025-07-07 00:02:00,40
a7f36ae9-25c7-4c44-be75-c3b4664fa663,Stephanie Dalton,osbornejeffery@example.net,870.983.1727x88957,40,36-50,Pune,2,Single,Freelancer,534572,530,Graduate,12,121.95,0,1,0,0,Organic,1,Desktop,CAMP002,A,1,-0.7,<50,Tech,2025-06-20 17:28:28,25
7337c599-7984-4388-9c8a-ee30be6033f7,David Walsh,rsims@example.com,443-545-5812,35,26-35,Indore,3,Single,Freelancer,800005,480,Postgrad,13,121.6,0,5,0,1,Email,1,Tablet,CAMP003,C,0,-0.15,1000+,Real Estate,2025-07-01 14:18:38,35
36c59dac-b4d7-428e-a71e-3ee2b1a6b1f1,Jason Daniels,abrown@example.com,001-590-996-7054x66889,49,36-50,Rajkot,3,Single,Student,345884,565,Postgrad,6,114.01,0,5,1,1,Email,1,Tablet,CAMP001,A,1,-0.7,1000+,Real Estate,2025-06-23 15:41:13,60
076e2bba-7c53-48bf-af92-f25e45df16b6,Michael Yates,marycalhoun@example.net,+1-906-499-0162,25,18-25,Pune,2,Married,Unemployed,829308,724,Undergrad,14,64.1,0,4,1,1,Email,1,Desktop,CAMP001,B,0,-0.4,1000+,Education,2025-06-15 10:37:41,55
362f5e5c-53cd-4268-a10c-f37342999aa4,George Hobbs,karen64@example.org,408.505.3100x3309,55,51+,Nagpur,3,Married with Kids,Freelancer,859359,525,Graduate,14,75.79,0,2,1,1,Referral,1,Mobile,CAMP003,C,1,-0.95,1000+,Healthcare,2025-06-19 03:06:01,45
90604f62-1d48-4071-ab61-a7b1793b4c32,Julie Scott,gary91@example.org,619-304-9663x1931,26,26-35,Mumbai,1,Single,Freelancer,442722,738,Postgrad,13,24.68,1,3,0,0,Referral,1,Desktop,CAMP002,B,1,0.67,1000+,Tech,2025-07-10 11:24:05,55
8861fe18-58e2-4888-8a83-81bec85aca46,Jacob Hunter,alexander67@example.org,(657)726-2849x87769,24,18-25,Nagpur,3,Married with Kids,Self-Employed,350132,658,Graduate,8,37.51,0,0,0,0,Paid Ad,0,Tablet,CAMP001,B,0,0.4,200-1000,Real Estate,2025-06-24 22:03:53,0
4767d76c-162f-4a24-af43-613cd4aac9a3,Dana Marshall,frogers@example.com,(273)554-5494,31,26-35,Delhi,1,Married with Kids,Self-Employed,206851,618,Postgrad,14,20.67,1,0,1,1,Paid Ad,0,Tablet,CAMP001,B,0,0.07,200-1000,Tech,2025-06-17 03:47:18,15
7d137018-680b-4c63-b856-d0353dc98290,Cynthia Alvarez,bwest@example.org,736-734-9578x8568,42,36-50,Nagpur,3,Married,Self-Employed,869440,312,Postgrad,10,128.19,1,3,1,0,SEO,1,Desktop,CAMP002,C,1,0.18,200-1000,Real Estate,2025-07-05 00:41:37,60
3b048a8b-405b-4dc9-8e7e-d827455ac762,Corey Wilson,jamesrodgers@example.com,001-498-694-1343x5240,38,36-50,Delhi,1,Single,Freelancer,322423,761,Postgrad,13,40.36,0,3,1,1,Referral,1,Desktop,CAMP002,C,1,0.4,200-1000,Healthcare,2025-06-15 05:04:18,50
4ac9778d-8da8-4ee4-8df5-6ac6f96b648a,Beth Oneill,agarcia@example.net,377-275-2047x1167,54,51+,Mumbai,1,Married,Salaried,197573,495,Postgrad,4,17.41,0,5,1,1,Email,1,Tablet,CAMP001,B,1,0.33,200-1000,Education,2025-06-20 08:49:01,50
f2f9e5fa-9016-4161-8fa7-01cd2631d00b,Xavier Wilson,yobrien@example.net,286.377.4964,54,51+,Nagpur,3,Married,Self-Employed,226516,652,Graduate,6,66.7,1,5,1,1,Referral,0,Tablet,CAMP003,C,1,-0.63,50-200,Education,2025-06-23 02:07:57,70
a911d192-43bf-4931-b605-bf54a021c0ca,David Arnold,aaronhayes@example.net,340.534.4713x4936,58,51+,Ahmedabad,2,Married,Salaried,842411,837,Graduate,5,91.53,0,0,1,0,SEO,0,Mobile,CAMP003,B,1,0.39,50-200,Education,2025-06-20 05:37:38,45
246998e8-d39e-498b-8400-7d5ae88da719,Christopher Parker,scott74@example.net,(248)387-7190x6594,21,18-25,Delhi,1,Single,Salaried,520172,591,PhD,2,73.06,0,3,0,1,Email,0,Mobile,CAMP001,C,1,0.9,<50,Real Estate,2025-06-24 02:45:30,35
dc4ad56b-d601-4237-ac9e-d156f63fce41,Tiffany Key,barbara27@example.net,+1-374-429-6717x5655,56,51+,Delhi,1,Married with Kids,Freelancer,420214,726,Undergrad,10,92.92,1,4,1,0,Referral,0,Mobile,CAMP003,A,1,-0.47,<50,Real Estate,2025-06-29 00:17:28,85
49c8a43f-7ed7-4ed7-b194-990b6961929e,Jennifer Hodges,gibsonleonard@example.com,768-908-7603,32,26-35,Pune,2,Married,Student,837135,376,PhD,2,27.7,1,3,1,1,SEO,0,Desktop,CAMP003,C,0,0.32,50-200,Education,2025-07-04 11:03:26,30
445dcc38-341c-4494-8d36-6dfcc28ebd70,Tanya Kim,omartinez@example.net,324.980.8613,55,51+,Delhi,1,Married with Kids,Unemployed,402630,530,PhD,2,98.91,0,2,0,0,Referral,1,Tablet,CAMP002,C,0,-0.19,200-1000,Healthcare,2025-06-18 16:54:00,30
7f95897c-276a-46ce-9507-55d9a5d04d53,Dorothy Thornton,edavenport@example.org,682.263.9821x465,52,51+,Nagpur,3,Single,Unemployed,715643,748,Undergrad,13,16.66,1,0,1,1,Paid Ad,1,Tablet,CAMP001,A,0,-0.06,1000+,Finance,2025-06-26 17:34:24,25
96418ced-d664-4264-8c6e-27ffb9de7a3a,Mary Grimes,wryan@example.com,+1-586-875-3396,58,51+,Bangalore,1,Married,Salaried,999398,746,Graduate,6,97.04,1,3,1,0,Referral,1,Tablet,CAMP002,B,1,0.33,1000+,Healthcare,2025-06-15 02:53:42,80
b489d070-7914-48a8-bea4-ff31517400f8,Jane Mcneil,tylerjohnson@example.net,001-851-471-8702,50,36-50,Mumbai,1,Single,Self-Employed,643623,390,Postgrad,10,50.6,0,2,1,0,Email,1,Tablet,CAMP002,A,1,-0.59,50-200,Finance,2025-06-16 15:13:24,45
43d88870-f81d-4aa1-8812-0a8e78308930,Michael Santos,melissa86@example.com,+1-978-409-1343x1611,52,51+,Rajkot,3,Married,Salaried,335615,424,Undergrad,8,9.19,1,5,0,0,Organic,0,Tablet,CAMP001,B,0,0.87,200-1000,Healthcare,2025-06-27 12:56:43,35
530a37df-0bc6-4066-8769-165fe746ccb9,Elaine Brooks,johnjenkins@example.net,(422)519-6937,47,36-50,Ahmedabad,2,Married with Kids,Self-Employed,173201,794,Postgrad,13,147.14,1,1,0,1,Organic,1,Desktop,CAMP003,B,0,0.64,200-1000,Finance,2025-07-05 09:19:14,25
415d174a-75a6-4981-8104-a8b5a34db7c5,Stephanie Marshall,erica21@example.com,(894)764-7436x713,30,26-35,Rajkot,3,Married with Kids,Self-Employed,699573,757,PhD,4,83.09,1,2,1,1,SEO,1,Mobile,CAMP002,C,1,-0.05,1000+,Education,2025-07-10 21:44:47,55
4b943e30-b303-4438-be21-10d04bbe4aff,Ronald Foster,knightgina@example.net,6974439533,52,51+,Bangalore,1,Married,Salaried,857537,337,Graduate,7,23.31,1,4,0,1,Organic,0,Mobile,CAMP002,B,0,-0.32,1000+,Tech,2025-06-17 17:14:47,20
0a17991e-a576-4411-a0a1-1839e7457704,Jeremiah Riley,christopherphillips@example.net,(323)928-5884x24745,55,51+,Chandigarh,2,Single,Salaried,555052,689,Undergrad,13,143.35,0,5,0,1,Referral,0,Desktop,CAMP001,C,0,-0.4,<50,Tech,2025-06-16 15:46:20,35
39c1e262-f76c-4ede-8110-12662408a6dc,Misty Whitney,christopher60@example.com,+1-517-954-9651,24,18-25,Chandigarh,2,Single,Salaried,739098,600,PhD,10,56.98,1,3,0,0,SEO,0,Desktop,CAMP003,A,0,-0.54,200-1000,Education,2025-06-14 05:11:52,25
8fb864e4-f173-4856-a25d-36eb9e9a9f83,Leonard Holland,tblankenship@example.net,(712)800-4711x38267,21,18-25,Ahmedabad,2,Married,Freelancer,823846,776,Postgrad,8,135.68,1,5,0,0,Organic,1,Mobile,CAMP002,B,1,-0.79,1000+,Healthcare,2025-07-11 12:20:35,65
e2aa7a5d-278e-400d-ba02-66efbe055787,Brett Burns,rcrosby@example.org,001-853-677-3515x850,57,51+,Chandigarh,2,Married with Kids,Salaried,735863,602,PhD,14,148.94,1,2,1,0,Organic,1,Mobile,CAMP003,B,0,-0.56,50-200,Healthcare,2025-06-22 05:11:06,45
d918b3e5-f2f2-4eef-9f45-dbfdf7dc67e0,Anna Lewis,williamsmatthew@example.org,001-431-283-9335,29,26-35,Ahmedabad,2,Married,Self-Employed,194511,399,Postgrad,6,135.99,1,5,1,0,Organic,1,Mobile,CAMP001,A,0,0.57,200-1000,Healthcare,2025-06-26 11:05:26,60
fcce96f6-250a-4578-bbe9-4499dbc080fd,David Thompson,andersonmichael@example.org,001-350-324-0268,38,36-50,Nagpur,3,Single,Self-Employed,809176,468,PhD,14,42.26,0,3,1,1,Paid Ad,1,Mobile,CAMP002,A,1,-0.47,<50,Education,2025-07-06 02:54:32,30
83639007-5cae-4610-872c-1fe372c22a16,Jodi Walker,acostaregina@example.net,447.300.7661x77115,37,36-50,Chandigarh,2,Married with Kids,Student,739717,690,Graduate,11,124.25,1,2,0,0,Organic,0,Tablet,CAMP002,C,0,-0.4,1000+,Tech,2025-06-19 03:03:57,30
95da75c1-a211-40f9-9fd3-4579466772ce,Erika Vang,shawn96@example.org,001-318-736-7365x766,23,18-25,Bangalore,1,Married,Student,803055,338,PhD,10,49.13,0,3,0,0,Email,0,Desktop,CAMP003,A,0,0.67,1000+,Finance,2025-07-03 17:15:29,25
5fd23109-4140-452c-aa44-825950018b7b,Melissa Wells,deckerchristopher@example.org,001-252-680-9885x1656,44,36-50,Mumbai,1,Married,Student,299028,522,Undergrad,14,69.29,1,1,0,1,Paid Ad,1,Mobile,CAMP003,A,1,0.28,<50,Tech,2025-07-12 03:34:14,25
93f277cc-1a85-410d-9a05-7c114ffca6b1,Brittney Olson,bellangela@example.org,001-649-636-8998x09402,36,36-50,Chandigarh,2,Single,Unemployed,102973,428,Postgrad,14,119.11,0,1,0,0,Referral,0,Mobile,CAMP003,B,0,0.6,<50,Tech,2025-06-29 11:57:59,25
deaf528d-2e70-4838-8190-262059dcabd0,Matthew Jones,davisalyssa@example.com,(275)325-4599x10229,21,18-25,Bangalore,1,Single,Freelancer,651640,666,Undergrad,12,119.55,0,1,0,1,Paid Ad,0,Desktop,CAMP002,B,1,0.03,<50,Education,2025-06-26 05:03:54,15
7c54535f-6c8c-4b6a-a974-d079716fda0a,Jennifer Lewis,reeddaniel@example.net,+1-497-684-0369x00343,35,26-35,Nagpur,3,Married,Freelancer,819425,344,Undergrad,8,110.45,0,5,1,1,Email,1,Mobile,CAMP001,B,0,0.22,<50,Real Estate,2025-06-27 01:16:21,50
7f54a511-01fa-464e-9eb7-4b5653ffd3a2,Casey James,vincentwhitaker@example.com,860-860-7159,60,51+,Ahmedabad,2,Married with Kids,Unemployed,855855,632,Graduate,7,60.23,1,4,1,1,Paid Ad,1,Mobile,CAMP002,B,0,0.65,1000+,Education,2025-07-03 06:41:27,45
0556daea-67b0-4283-9d7c-00984a1dab32,Carolyn Meza,xcollier@example.org,(313)369-6816x45352,41,36-50,Delhi,1,Single,Salaried,552855,737,Undergrad,12,50.32,1,2,0,1,Paid Ad,1,Mobile,CAMP003,A,0,0.17,200-1000,Tech,2025-07-08 18:14:29,20
c6b6e4ad-e7ea-4d5a-b1a3-ac4d828c37e7,Nicholas Fuentes,joelthomas@example.org,(992)712-7799,43,36-50,Indore,3,Married with Kids,Unemployed,323072,733,Graduate,11,130.87,1,5,1,0,Paid Ad,1,Mobile,CAMP001,B,1,0.69,200-1000,Tech,2025-06-28 08:22:14,80
780b3657-117b-455b-b094-4bdb26a524e3,Eric Hill,bellcharles@example.com,200.954.1199x867,57,51+,Ahmedabad,2,Married with Kids,Student,456331,531,Postgrad,1,122.05,0,4,1,0,Referral,0,Mobile,CAMP003,C,0,-0.2,50-200,Tech,2025-07-10 18:04:13,55
9ae1a991-524f-43ff-b030-7633a6ded1d8,Chris Brown,shepherdmary@example.net,482-703-7788,54,51+,Delhi,1,Married with Kids,Unemployed,189083,520,Undergrad,3,59.55,1,3,0,1,Referral,0,Tablet,CAMP001,C,1,-0.84,1000+,Education,2025-07-01 02:26:46,35
68a51c68-632d-4b5e-886b-b6bfeafde7d9,Meghan Williams,cameron18@example.net,(344)692-5192x5462,59,51+,Rajkot,3,Married with Kids,Unemployed,610271,752,Postgrad,1,65.06,1,1,1,0,Referral,0,Desktop,CAMP003,A,0,-0.98,200-1000,Real Estate,2025-07-10 03:14:01,60
54170a17-caaa-4bbe-a4bb-f962606e0e1c,Meagan Calderon,lucasrodney@example.com,4544235733,37,36-50,Bangalore,1,Married with Kids,Self-Employed,624563,596,Postgrad,2,52.58,0,0,1,1,Email,1,Tablet,CAMP001,B,0,-0.96,<50,Finance,2025-06-16 17:56:45,15
19e45c6a-c9c2-4e69-982c-75654bb907ec,Kimberly Rodgers,stanleynancy@example.net,(296)822-2927,57,51+,Indore,3,Single,Unemployed,582446,714,Postgrad,2,107.88,1,3,0,1,Referral,1,Mobile,CAMP001,B,0,0.18,<50,Education,2025-06-30 16:28:54,45
f836f571-3cce-476c-b836-c448ad261ec5,Dustin Goodman,pyoung@example.com,435.697.7468x8623,42,36-50,Ahmedabad,2,Married with Kids,Self-Employed,347745,526,Undergrad,3,53.29,0,1,0,0,Referral,1,Mobile,CAMP001,C,1,-0.69,<50,Real Estate,2025-06-15 12:50:09,25
5f07c1a5-dfc6-40ce-bb07-fd31a4244f23,Ashley Singleton,mitchellkathryn@example.com,782.561.3750x606,50,36-50,Rajkot,3,Married,Freelancer,762055,759,Postgrad,13,103.76,0,4,1,1,Paid Ad,1,Tablet,CAMP001,B,1,0.01,200-1000,Education,2025-07-01 17:57:30,55
397b5f51-5ffa-46ef-94e4-180cfe9936a3,Timothy Combs,lacey20@example.com,827.379.0104x3289,23,18-25,Rajkot,3,Married with Kids,Salaried,571579,358,Graduate,6,58.47,1,2,0,0,Organic,1,Tablet,CAMP001,A,1,-0.1,200-1000,Tech,2025-06-26 23:42:17,30
0c394ec7-1f31-4405-8d18-3eba3cd5fd7f,Mark Dean,rodriguezrebecca@example.net,+1-708-593-2460,32,26-35,Nagpur,3,Married,Freelancer,912085,340,Postgrad,11,40.92,1,3,0,1,Referral,0,Tablet,CAMP003,B,1,-0.87,<50,Healthcare,2025-07-10 16:54:49,35
ab1021ce-aa14-4cd8-aff3-cde46aa42c9f,William Jones,myerstheodore@example.net,(754)705-1531x9520,39,36-50,Indore,3,Married,Freelancer,235215,558,Undergrad,5,109.94,0,5,1,0,Referral,1,Tablet,CAMP002,A,0,0.34,<50,Education,2025-06-21 12:02:09,60
76f186ab-af47-4b49-8775-e395d49405f0,Mrs. Catherine Taylor,mjohnson@example.org,205.548.6874,44,36-50,Nagpur,3,Single,Self-Employed,180913,318,Postgrad,14,57.58,1,1,1,0,SEO,0,Tablet,CAMP003,C,0,0.77,<50,Finance,2025-06-26 21:23:08,30
0c3ce284-c7e5-4bbb-9cb5-1c535b62a8df,Evelyn Martinez,samuel67@example.com,627-775-8416x16928,59,51+,Bangalore,1,Married with Kids,Self-Employed,565776,685,Postgrad,13,27.37,0,1,1,0,Referral,1,Mobile,CAMP003,A,1,-0.38,1000+,Real Estate,2025-06-17 23:34:38,40
4baf0f5e-a932-4094-93f2-8f11147f6570,Lance Simmons,cbell@example.net,(996)240-1658x202,57,51+,Chandigarh,2,Single,Student,154714,751,PhD,14,71.94,0,2,1,1,Organic,1,Tablet,CAMP001,C,0,0.69,<50,Finance,2025-06-19 03:06:39,35
a52964ff-c74c-4890-bc6a-3174113634a5,James Bradley,erikarush@example.com,419.928.5654x310,31,26-35,Delhi,1,Married,Salaried,535050,579,Undergrad,7,70.15,0,4,1,0,Email,1,Mobile,CAMP002,A,0,-0.25,<50,Finance,2025-07-08 03:15:33,55
1e2595b8-8fc9-486b-a9dd-ebf563119aca,David Griffin,heather73@example.org,(617)627-1551,42,36-50,Delhi,1,Single,Salaried,119927,449,Postgrad,4,24.95,1,2,0,1,Organic,0,Tablet,CAMP003,C,1,0.06,<50,Finance,2025-06-20 15:32:56,20
b34191b8-ed65-42b4-b5a5-f8e6b6391f04,Rebecca Hicks,gallowaylaura@example.org,805.989.5782x9114,40,36-50,Pune,2,Married with Kids,Salaried,762652,424,Graduate,12,11.92,0,3,0,1,Organic,0,Desktop,CAMP002,A,1,0.23,50-200,Healthcare,2025-07-08 12:31:19,15
d2c65ee4-68d0-42a8-84e7-f7dd6929de73,Beth Stewart,coleerin@example.com,(489)622-6801,32,26-35,Indore,3,Married with Kids,Freelancer,491435,387,Postgrad,12,80.91,1,2,0,0,Paid Ad,0,Desktop,CAMP001,B,1,-0.52,<50,Healthcare,2025-06-20 23:52:53,40
b596ca7c-ef4a-4a88-9299-e5052976aab2,Travis Stone,meghan43@example.net,+1-442-449-8182,29,26-35,Chandigarh,2,Single,Freelancer,138780,345,Postgrad,4,56.08,1,2,1,0,SEO,0,Mobile,CAMP001,B,0,0.87,1000+,Healthcare,2025-07-12 09:04:48,35
90494583-ec86-4890-97b0-0bdc566e3cbe,Scott Miller,debra96@example.net,+1-407-984-4736x4710,37,36-50,Rajkot,3,Single,Student,558176,337,PhD,12,114.23,0,1,1,1,Referral,1,Desktop,CAMP002,A,1,-0.01,1000+,Finance,2025-07-03 04:16:35,40
5716dc2e-343a-4a2a-b6e5-ae787bf7e1d3,Emily Higgins,theresa25@example.net,+1-415-337-1473,38,36-50,Nagpur,3,Single,Student,793024,384,Postgrad,5,110.43,1,0,0,1,Paid Ad,1,Tablet,CAMP003,B,1,-0.67,1000+,Finance,2025-06-15 11:00:05,20
dd39d793-6257-44a2-b204-be894a4b5563,Danielle Grimes,lisapeck@example.net,532-578-7747x01687,23,18-25,Rajkot,3,Married with Kids,Self-Employed,132653,661,Graduate,14,94.15,0,3,0,1,Referral,1,Mobile,CAMP001,A,1,-0.53,200-1000,Finance,2025-07-11 07:41:14,35
4806f804-0cf0-474c-8c74-dc0f5a575539,Stephen Pena MD,booneryan@example.com,001-356-850-6098x3584,57,51+,Indore,3,Married with Kids,Self-Employed,655178,333,Postgrad,7,92.74,1,5,1,1,Paid Ad,1,Tablet,CAMP002,A,1,0.92,<50,Real Estate,2025-07-07 11:32:32,60
479bc637-8cc3-4f3b-83af-fcfe734a6ca3,Lisa Carr,theresalong@example.com,+1-252-239-8680,54,51+,Rajkot,3,Married,Freelancer,309902,696,Undergrad,3,137.46,1,0,1,1,Organic,0,Desktop,CAMP001,C,0,-0.11,<50,Finance,2025-06-19 15:42:04,25
79474bfa-cdd0-44d4-9542-27deb6adf48b,Brittany Barry,markaustin@example.org,(794)795-8887x9470,25,18-25,Chandigarh,2,Single,Self-Employed,928766,597,PhD,1,134.24,0,1,1,0,SEO,1,Tablet,CAMP003,B,0,-0.07,50-200,Healthcare,2025-06-18 07:44:26,30
4ec3f970-956d-40e4-aaa2-6216fada98f5,Molly Watts,carlsonjoseph@example.net,001-399-530-9728x96230,25,18-25,Delhi,1,Married,Salaried,571832,616,PhD,11,62.73,1,5,1,1,SEO,1,Mobile,CAMP003,C,0,0.18,50-200,Education,2025-06-13 22:06:21,50
26c432f6-6b35-4f85-904e-268770e7e756,Damon Shaw,vsalas@example.net,7284385786,24,18-25,Nagpur,3,Married with Kids,Student,987025,427,Undergrad,5,80.12,1,2,0,0,Referral,0,Tablet,CAMP003,B,0,-0.75,200-1000,Healthcare,2025-07-05 07:35:20,40
8bd88fcd-57a2-4e4e-887b-03e5e980f808,Raymond Le,chelsea33@example.com,+1-743-644-3757,26,26-35,Nagpur,3,Single,Salaried,772612,814,Postgrad,11,97.94,1,4,0,0,Paid Ad,0,Tablet,CAMP002,C,0,0.28,1000+,Healthcare,2025-06-26 23:20:28,50
8b0e8eb1-ad37-4d9e-92cf-60211f33242d,William Cardenas,kellyroberts@example.net,657-447-3384,40,36-50,Ahmedabad,2,Single,Freelancer,535810,794,PhD,8,40.51,1,5,1,1,Paid Ad,0,Desktop,CAMP003,A,0,-0.37,200-1000,Finance,2025-06-18 07:18:01,50
3d4196fe-963a-4617-bdab-07e79d9d028e,Michael Schmidt,briangutierrez@example.net,212.308.2677x3454,29,26-35,Indore,3,Married,Self-Employed,247720,679,Undergrad,1,79.67,1,0,0,1,Referral,1,Desktop,CAMP003,B,0,-0.5,50-200,Finance,2025-07-10 20:57:21,20
